id,question,theme
5778,Which court case upheld the rule of nondelegation?,Separation_of_powers_under_the_United_States_Constitution
5779,When was Clinton v. City of New York decided by the Supreme Court?,Separation_of_powers_under_the_United_States_Constitution
5780,What is the doctrine called that does not allow congress to pass on their power to pass laws to any other agency?,Separation_of_powers_under_the_United_States_Constitution
5781,What year was Clinton v. City of New York decided by the supreme court?,Separation_of_powers_under_the_United_States_Constitution
5782,Who has shared legislative power in the United States?,Separation_of_powers_under_the_United_States_Constitution
5783,Which doctrine says Congress can delegate its powers to whoever it wants?,Separation_of_powers_under_the_United_States_Constitution
5784,In which year was the court case Clinton v. Supreme Court held?,Separation_of_powers_under_the_United_States_Constitution
5785,In which country does Congress have shared lawmaking responsibilities?,Separation_of_powers_under_the_United_States_Constitution
5786,What was one of the first times the Supreme Court tried a case regarding nondelegation?,Separation_of_powers_under_the_United_States_Constitution
5787,In what year was Wayman v. Southard tried by the U.S. Supreme Court?,Separation_of_powers_under_the_United_States_Constitution
5788,"In Wayman v. Southard, what branch was accused of being given lawmaking abilities by Congress?",Separation_of_powers_under_the_United_States_Constitution
5789,What is the name of the 1825 case where the supreme court held that congress could delegate their responsibilities to the court?,Separation_of_powers_under_the_United_States_Constitution
5790,Who was chief justice of the supreme court under the Wayman v. Southard ruling?,Separation_of_powers_under_the_United_States_Constitution
5791,Where has the Supreme Court been known to be more stringent towards Congress?,Separation_of_powers_under_the_United_States_Constitution
5792,What is one of the most recent races regarding limits of non delegation?,Separation_of_powers_under_the_United_States_Constitution
5793,When did the Supreme Court hear John Marshall v Southard?,Separation_of_powers_under_the_United_States_Constitution
5794,Which case was heard by Congress in regards to non delegation limits?,Separation_of_powers_under_the_United_States_Constitution
5795,When was the US Congress Court Wayman v. Southard heard?,Separation_of_powers_under_the_United_States_Constitution
5796,When was the first time that a Congressional attempt at delegating lawmaking responsibility was found to be in violation of the Constitution?,Separation_of_powers_under_the_United_States_Constitution
5797,The establishment of what body was the subject of A.L.A. Schechter Poultry Corp. v. United States?,Separation_of_powers_under_the_United_States_Constitution
5798,In what year did the supreme court determine that delegating powers by congress was unconstitutional?,Separation_of_powers_under_the_United_States_Constitution
5799,What was the supreme court case that was determined that congress could not allow the President to determine fair competition?,Separation_of_powers_under_the_United_States_Constitution
5800,What gave Congress less latitude in delegating powers?,Separation_of_powers_under_the_United_States_Constitution
5801,When did Congress make the decision that a delegation of authority is unconstitutional?,Separation_of_powers_under_the_United_States_Constitution
5802,Which branches of the national military does the U.S. president command?,Separation_of_powers_under_the_United_States_Constitution
5803,Whose approval is required for the president's appointees to take office?,Separation_of_powers_under_the_United_States_Constitution
5804,What term can characterize the status of bodies like the War Claims Commission and the Interstate Commerce Commission?,Separation_of_powers_under_the_United_States_Constitution
5805,Who has the authority to make treaties?,Separation_of_powers_under_the_United_States_Constitution
5806,What is it called when congress terminates an appointment of the President?,Separation_of_powers_under_the_United_States_Constitution
5807,Who has over-sight of the Federal Trade Commission?,Separation_of_powers_under_the_United_States_Constitution
5808,In whom is Congressional power vested?,Separation_of_powers_under_the_United_States_Constitution
5809,To what does congress attempt to limit executive officials?,Separation_of_powers_under_the_United_States_Constitution
5810,When was INS v Chadha tried before the Supreme Court?,Separation_of_powers_under_the_United_States_Constitution
5811,By what margin can congress over ride a Presidential veto?,Separation_of_powers_under_the_United_States_Constitution
5812,In which case did Congress decide that all powers would be vested in the Supreme Court consisting of a Senate and House of Representatives?,Separation_of_powers_under_the_United_States_Constitution
5813, Congress decide that all powers would be vested in the Supreme Court consisting of a which two bodies?,Separation_of_powers_under_the_United_States_Constitution
5814,In what year did Congress decide that all powers would be vested in the Supreme Court consisting of a Senate and House of Representatives?,Separation_of_powers_under_the_United_States_Constitution
5815,Who must be presented with every bill passed by the President?,Separation_of_powers_under_the_United_States_Constitution
5816,In what branch is the ability to try legal cases placed?,Separation_of_powers_under_the_United_States_Constitution
5817,Who nominates justices for the U.S. Supreme Court?,Separation_of_powers_under_the_United_States_Constitution
5818,Who must approve presidential appointees to the Supreme Court?,Separation_of_powers_under_the_United_States_Constitution
5819,What is the term for judicial institutions exercising their power?,Separation_of_powers_under_the_United_States_Constitution
5820,What is the power given to the supreme court and lower courts called?,Separation_of_powers_under_the_United_States_Constitution
5821,Who appoints a judge?,Separation_of_powers_under_the_United_States_Constitution
5822,Who gives the President advice and consent for a judge appointment?,Separation_of_powers_under_the_United_States_Constitution
5823,Which type of power is vested in Congress?,Separation_of_powers_under_the_United_States_Constitution
5824,Who must be appointed by Supreme Court judges?,Separation_of_powers_under_the_United_States_Constitution
5825,What are courts exercising presidential power referred to?,Separation_of_powers_under_the_United_States_Constitution
5826,What type of power gives the power to decided controversies to the president?,Separation_of_powers_under_the_United_States_Constitution
5827,What kind of courts did congress establish?,Separation_of_powers_under_the_United_States_Constitution
5828,What power are legislative courts not allowed to exercise?,Separation_of_powers_under_the_United_States_Constitution
5829,Which type of courts are established by Hoboken Land & Improvement CO.?,Separation_of_powers_under_the_United_States_Constitution
5830,Which form do legislative courts take?,Separation_of_powers_under_the_United_States_Constitution
5831,Which type of courts do legislative courts create in the form of judicial agencies?,Separation_of_powers_under_the_United_States_Constitution
5832,Who can determine a date of adjournment if congress cannot agree?,Separation_of_powers_under_the_United_States_Constitution
5833,Who can call congress into emergency session?,Separation_of_powers_under_the_United_States_Constitution
5834,Who serves as president of the Senate?,Separation_of_powers_under_the_United_States_Constitution
5835,Who has the ability to override any veto made by Congress?,Separation_of_powers_under_the_United_States_Constitution
